BASEPARTNUMBER,PLANTCODE,PROCESSLOCATION1,RCMID,PACKRANKNAME,PACKTYPECODE,CONTAINERQUANTITY,CONTAINERPERPALLET,PARTWEIGHT,TDPVERSION,PERPACKDUNNAGEPIECES,PACKLENGTH,PACKWIDTH,PACKHEIGHT,PACKEMPTYWEIGHT,CONTAINERSPERPALLET,QUANTITYPERCONTAINER,TOOLINGNUMBER,CELLDIMLENGTH,CELLDIMWIDTH,CELLDIMHEIGHT,OVERALLPACKLENGTH,OVERALLPACKWIDTH,OVERALLPACKHEIGHT,OVERALLPACKWEIGHT,PALLETWEIGHT,TRAILERSTACKING
00X3102A 9000,MAP,21042006,XX,D,XX,40,1,0.3000,1,0,NULL,NULL,NULL,NULL,1,40,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
00X31AXM A000,MAP,19275701,XX,D,XX,1,1,NULL,1,0,NULL,NULL,NULL,NULL,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
00X31XMA 6200,MAP,19275701,XX,D,XX,1,1,NULL,1,0,NULL,NULL,NULL,NULL,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
00X3CTVA A000,MAP,21042006,C2,C,C2,5,4,3.6005,1,1,23.62,22.18,7.25,9.6,4,5,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA A100,MAP,21042006,C2,C,C2,5,4,0.9180,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA A200,MAP,21042006,C2,C,C2,15,4,0.8830,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA A400,MAP,21042006,C2,C,C2,15,4,0.5010,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA A600,MAP,21042006,C2,C,C2,15,4,1.0250,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA A700,MAP,21042006,C2,C,C2,15,4,1.0200,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA A800,MAP,21042006,C2,C,C2,15,4,0.9830,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA A900,MAP,21042006,C2,C,C2,15,4,0.6350,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA B000,MAP,21042006,C2,C,C2,15,4,0.6800,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA B100,MAP,21042006,C2,C,C2,15,4,0.6000,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA B200,MAP,21042006,C2,C,C2,15,4,1.1440,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA B300,MAP,21042006,C2,C,C2,15,4,1.3600,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA B400,MAP,21042006,C2,C,C2,15,4,1.0470,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA B500,MAP,21042006,C2,C,C2,5,4,1.0470,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA B600,MAP,21042006,C2,C,C2,15,4,0.8240,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA B800,MAP,21042006,C2,C,C2,15,4,0.1700,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA B900,MAP,21042006,C2,C,C2,15,4,2.8000,1,1,23.62,22.18,7.25,9.6,4,5,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA C000,MAP,21042006,C2,C,C2,5,4,2.5000,1,1,23.62,22.18,7.25,9.6,4,5,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA C100,MAP,21042006,C2,C,C2,5,4,1.9470,1,1,23.62,22.18,7.25,9.6,4,5,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA C200,MAP,21042006,C2,C,C2,60,4,0.0400,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3CTVA C300,MAP,21042006,C2,C,C2,30,4,0.5000,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3DTLA A000,MAP,21042006,C2,C,C2,15,4,0.7500,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3DTLA A100,MAP,21042006,C2,C,C2,15,4,0.8940,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3ET3R A000,MAP,21042006,C2,C,C2,15,4,0.7780,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3ET3R A100,MAP,21042006,C2,C,C2,15,4,0.9910,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3ET3R A200,MAP,21042006,C2,C,C2,15,4,0.7780,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3ET3R A300,MAP,21042006,C2,C,C2,15,4,0.7780,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3ET3R A400,MAP,21042006,C2,C,C2,15,4,1.0000,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3ET3R A500,MAP,21042006,C2,C,C2,60,4,0.2500,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3FTZ3 A000,MAP,21042006,C2,C,C2,5,4,4.0000,1,1,23.62,22.18,7.25,9.6,4,5,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3FTZ3 A100,MAP,21042006,C2,C,C2,15,4,1.1130,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3FTZ3 A200,MAP,21042006,C2,C,C2,15,4,0.7797,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3FTZ3 A300,MAP,21042006,C2,C,C2,15,4,0.7797,1,1,23.62,22.18,7.25,9.6,4,15,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
00X3FTZ3 A400,MAP,21042006,C2,C,C2,60,4,0.0450,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
05182TK4 A000AA,MAP,50116003,XX,D,XX,840,1,NULL,1,0,24,22,14,0.1,1,840,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,2
06750TGV C000,MAP,08069005,C,C,C,5,4,0.3300,1,0,23.62,22.18,13.68,12.3,4,5,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
06750TZ3 C000,MAP,20321002,C,BE,C,5,4,0.7500,1,0,23.62,22.18,13.68,12.3,4,5,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
119415J6 A000,MAP,58612502,D1,C,D1,60,8,0.3500,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
119425BF A000,MAP,02132001,D1,C,D1,60,8,0.2900,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
119425G0 A000,MAP,58612502,D1,C,D1,120,8,0.1900,1,0,23.75,11.12,7.25,5.8,8,120,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
11942R4H A000,MAP,12051001,D1,C,D1,30,8,0.7700,1,0,23.75,11.12,7.25,5.8,8,30,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
125005YF A000,MAP,51164305,A300000193,BR,A3,30,1,2.0000,1,1,45,48,34,145,1,30,NULL,13.43,8.5,27,45.0000,48.0000,34.0000,185.0000,0.0000,3
125006B2 A000,MAP,20099001,A300000157,BR,A3,30,1,2.1200,1,1,48,45,34,145,1,30,NULL,13,13,24,45.0000,48.0000,34.0000,160.2000,0.0000,3
127005A2 A100,MAP,20099001,A3005089,BR,A3,60,1,0.4960,1,4,48,45,34,145,1,60,,8,11,6,45.0000,48.0000,34.0000,169.0000,0.0000,3
167205J2 A000M1,MAP,04102002,C2,C,C2,30,4,0.1500,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
167206B2 A000M1,MAP,04102002,C2,C,C2,30,4,0.2500,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
167206S8 A000M1,MAP,04102002,C2,C,C2,30,4,0.2500,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
167206S9 A000M1,MAP,04102002,C,C,C,30,4,0.2300,1,0,23.62,22.18,13.68,12.3,4,30,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
167206S9AA000M1,MAP,04102002,C,C,C,30,4,0.2300,1,0,23.62,22.18,13.68,12.3,4,30,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
167226A0 A000M1,MAP,04102002,C2,C,C2,30,4,0.1500,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
167226C1 A000M1,MAP,04102002,C2,C,C2,30,4,0.1500,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
167226C2 A000M1,MAP,04102002,C2,C,C2,30,4,0.1400,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,NULL
16722R4H A000M1,MAP,04102002,C2,C,C2,30,4,0.2000,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
16722RDF A000M1,MAP,04102002,C2,C,C2,30,4,0.2000,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
167235A2 A000,MAP,02132001,C2,C,C2,60,4,0.2800,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,NULL
16723R4H A000,MAP,50389802,C2,C,C2,30,4,0.5500,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
167245PH A000,MAP,08069005,D1,C,D1,30,8,0.3146,1,0,23.75,11.12,7.25,5.8,8,30,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
167246A0 A000,MAP,58612502,C2,C,C2,30,4,0.5180,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
167246C1 A000,MAP,08069005,D1,C,D1,30,8,0.3700,1,0,23.75,11.12,7.25,5.8,8,30,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
167246C2 A000,MAP,02132001,C2,C,C2,30,4,0.3600,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,NULL
16725RNA A000,MAP,05051001,XX,D,XX,1000,1,NULL,1,0,19,10,12,16.8,1,1000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,2
16727RKB 0030,MAP,05051001,XX,D,XX,500,1,NULL,1,0,19.25,10,12.25,17,1,500,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,2
167305J2 A000,MAP,16099001,C2,C,C2,60,24,0.2300,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
167306A0 A000,MAP,02132001,C2,C,C2,30,4,0.5900,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
167306C1 A000,MAP,02132001,C2,C,C2,30,24,0.4700,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
167306C2 A000,MAP,02132001,C2,C,C2,30,4,0.4900,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,NULL
167306S8 A000,MAP,02132001,D1,C,D1,20,8,0.5000,1,0,23.75,11.12,7.25,5.8,8,20,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
167325J2 A000,MAP,16099001,D1,C,D1,120,8,0.1100,1,0,23.75,11.12,7.25,5.8,8,120,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
167326S8 A000,MAP,13177001,D1,C,D1,120,8,0.1100,1,0,23.75,11.12,7.25,5.8,8,120,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
167326S8 A000,MAP,58612502,D1,C,D1,60,8,0.1100,1,0,23.75,11.12,7.25,5.8,8,120,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
167335J2 A000,MAP,16099001,D1,C,D1,120,8,0.1400,1,0,23.75,11.12,7.25,5.8,8,120,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
171215J2 A000,MAP,20099001,L4004995,BR,L4,15,1,2.8000,1,2,64.5,48,34.6,218,1,15,,18,2,7,64.5000,48.0000,34.6000,248.0000,0.0000,3
171216S9 A000M2,MAP,20099001,A300000312,BR,A3,15,1,3.2500,1,1,45,48,34,145,1,15,NULL,20.38,5.3,23.9,45.0000,48.0000,34.0000,153.4700,0.0000,NULL
171216S9AA000M2,MAP,20099001,A300000312,BR,A3,15,1,3.2500,1,1,45,48,34,145,1,15,NULL,20.38,5.3,23.9,45.0000,48.0000,34.0000,153.4700,0.0000,NULL
172005A2 A000,MAP,06084802,A3004835,BR,A3,20,1,3.2000,1,2,48,45,34,145,1,20,,16,9,13,45.0000,48.0000,34.0000,165.0000,0.0000,NULL
172005J2 A000,MAP,06084802,A3002297,BR,A3,20,1,3.7000,1,2,48,45,34,145,1,20,,10,14,14,45.0000,48.0000,34.0000,155.0000,0.0000,3
172005PA A000,MAP,06084802,A300000026,BR,A3,20,1,3.4250,1,2,48,45,34,145,1,20,NULL,0,0,0,45.0000,48.0000,34.0000,155.0000,0.0000,3
172006A0 A000,MAP,06084802,L400000048,BR,L4,30,1,3.4392,1,2,64.5,48,34.6,218,1,30,NULL,13.75,11.44,13,64.5000,48.0000,34.6000,223.6000,0.0000,3
172006B2 A000,MAP,20099001,A3004835,BR,A3,20,1,3.2360,1,2,48,45,34,145,1,20,,16,9,13,45.0000,48.0000,34.0000,165.0000,0.0000,NULL
172006C1 A000,MAP,06084802,L400000048,BR,L4,30,1,3.9749,1,2,64.5,48,34.6,218,1,30,NULL,13.75,11.44,13,64.5000,48.0000,34.6000,223.6000,0.0000,3
172006S8 A000,MAP,20099001,A3004835,BR,A3,20,1,3.8000,1,2,48,45,34,145,1,20,,16,9,13,45.0000,48.0000,34.0000,165.0000,0.0000,3
172006S9 A000M6,MAP,20099001,A300000315,BR,A3,15,1,5.5000,1,2,45,48,34,145,1,15,NULL,14.44,13.5,13,45.0000,48.0000,34.0000,156.8000,0.0000,NULL
172006S9AA000M6,MAP,20099001,A300000315,BR,A3,15,1,5.5000,1,2,45,48,34,145,1,15,NULL,14.44,13.5,13,45.0000,48.0000,34.0000,156.8000,0.0000,NULL
17200R4H A000,MAP,06084802,L4005718,BR,L4,20,1,4.9000,1,4,64.5,48,34.6,218,1,20,,14.93,13.16,9.87,64.5000,48.0000,34.6000,238.0000,0.0000,3
17213P0G A000,MAP,20099001,XX,D,XX,2000,1,0.0044,1,0,13,13,14,1.5,1,1080,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172255PA A000,MAP,06084802,C,C,C,15,4,0.8400,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172256A0 A000,MAP,06084802,C,C,C,30,4,0.5710,1,0,23.62,22.18,13.68,12.3,4,30,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172256S9 A000M6,MAP,20099001,C,C,C,15,4,0.8500,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,NULL
172256S9AA000M6,MAP,20099001,C,C,C,15,4,0.8500,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,NULL
17225RDF A000,MAP,20099001,C,BE,C,10,4,1.1410,1,0,23.62,22.18,13.68,12.3,4,10,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,NULL
172285J2 A000,MAP,20099001,C,BE,C,15,4,0.6170,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
17228R4H A000,MAP,20099001,C,C,C,15,4,0.8640,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172296B2 A000,MAP,20099001,C,C,C,20,12,0.5750,1,0,23.62,22.18,13.68,12.3,4,20,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172296S8 A000,MAP,20099001,C,C,C,30,4,0.6160,1,0,23.62,22.18,13.68,12.3,4,30,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172305J2 A000,MAP,20099001,L4,C,L4,30,1,3.8550,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
172305J2 Y000,MAP,20099001,L4,C,L4,30,1,3.8620,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
172305PA A000,MAP,06084802,A3,C,A3,30,1,2.6870,1,0,48,45,34,145,1,30,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
172306A0 A000,MAP,06084802,A3,C,A3,60,1,2.3809,1,0,48,45,34,145,1,60,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
172306C1 A000,MAP,20099001,A300000204,BR,A3,30,1,2.4030,1,1,45,48,34,145,1,30,NULL,44.01,41.09,23.06,45.0000,48.0000,34.0000,165.0000,0.0000,3
172306S9 A000M6,MAP,20099001,A5,C,A5,30,1,1.3400,1,0,48,45,19.3,102,1,30,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,NULL
172306S9AA000M6,MAP,20099001,A5,C,A5,30,1,1.3400,1,0,48,45,19.3,102,1,30,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,NULL
17230R4H A000,MAP,20099001,A3,C,A3,15,1,3.8420,1,0,48,45,34,145,1,15,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
17230RDF A000,MAP,20099001,L4,C,L4,30,1,3.7300,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
17230RDF Y000,MAP,20099001,L4,C,L4,30,1,3.7300,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
172345PA A000,MAP,06084802,C2,C,C2,60,4,0.0850,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
172355PA A000,MAP,06084802,C2,C,C2,60,4,0.1050,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
172356A0 A000M3,MAP,11078101,XX,D,XX,240,1,NULL,1,0,18.5,15.35,8.66,24.84,1,240,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
172356B2 A000,MAP,20099001,C,C,C,15,4,0.8090,1,0,23.62,22.18,13.68,12.3,4,15,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172356C1 A000,MAP,20099001,A3,C,A3,30,1,1.1990,1,0,48,45,34,145,1,30,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
172366S9 A000,MAP,51628204,D1,C,D1,60,8,0.1270,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
172366S9AA000,MAP,51628204,D1,C,D1,60,8,0.1270,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
172415G0 A000,MAP,20099001,C,BE,C,60,4,0.1850,1,0,23.62,22.18,13.68,12.3,4,60,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,NULL
172445J2 A000,MAP,20099001,A3,C,A3,60,1,0.5510,1,0,48,45,34,145,1,60,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
172485J2 A000,MAP,20099001,C2,C,C2,60,4,0.1360,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
172505J2 A000,MAP,20099001,A3,C,A3,60,1,1.2400,1,0,48,45,34,145,1,60,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
172505J2 Y000,MAP,20099001,A3,C,A3,60,1,1.2500,1,0,48,45,34,145,1,60,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
172506A0 A000,MAP,06084802,A5,C,A5,60,1,0.5798,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
172506S8 A000,MAP,20099001,C,C,C,20,4,0.3570,1,0,23.62,22.18,13.68,12.3,4,20,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172506S9 A000M6,MAP,20099001,C,C,C,20,4,0.4400,1,0,23.62,22.18,13.68,12.3,4,20,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,NULL
172506S9AA000M6,MAP,20099001,C,C,C,20,4,0.4400,1,0,23.62,22.18,13.68,12.3,4,20,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,NULL
17250RDF A000,MAP,20099001,A3,C,A3,60,1,0.9610,1,0,48,45,34,145,1,60,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
17250RDF Y000,MAP,20099001,A3,C,A3,60,1,0.9700,1,0,48,45,34,145,1,60,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
172515A2 A000,MAP,20099001,C,BE,C,90,4,0.1740,1,0,23.62,22.18,13.68,12.3,4,90,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172516B2 A000,MAP,20099001,C,C,C,60,4,0.1477,1,0,23.62,22.18,13.68,12.3,4,60,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172516C1 A000,MAP,20099001,C,C,C,30,4,0.2990,1,0,23.62,22.18,13.68,12.3,4,30,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
17251R4H A000,MAP,20099001,C,C,C,60,4,0.1710,1,0,23.62,22.18,13.68,12.3,4,60,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172526B2 A000,MAP,20099001,A5,C,A5,30,1,0.6530,1,0,48,45,19.3,102,1,30,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
172526C1 A000,MAP,20099001,C,C,C,30,4,0.4500,1,0,23.62,22.18,13.68,12.3,4,30,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
17252R4H A000,MAP,20099001,C,C,C,30,4,0.1300,1,0,23.62,22.18,13.68,12.3,4,30,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
17254R4H A000,MAP,20099001,A1,C,A1,30,1,1.6510,1,10,48,45,25,119,1,30,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
172566B2 A000,MAP,02132007,C2,C,C2,30,4,0.4900,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,NULL
172576B2 A000,MAP,02132001,D1,C,D1,120,8,0.1100,1,0,23.75,11.12,7.25,5.8,8,120,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
17257R4H A000,MAP,20099001,A1,C,A1,120,1,0.4300,1,10,48,45,25,119,1,120,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
17257REZ A000,MAP,20099001,D1,C,D1,1500,8,0.0020,1,0,23.75,11.12,7.25,5.8,8,1500,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
172586B2 A000,MAP,51628204,C2,C,C2,60,4,0.2600,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
17258R4H A000,MAP,20099001,C,C,C,60,4,0.3150,1,0,23.62,22.18,13.68,12.3,4,60,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
172596B2 A000,MAP,51628204,D1,C,D1,120,8,0.1300,1,0,23.75,11.12,7.25,5.8,8,120,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
172606A0 A000,MAP,02132001,C2,C,C2,30,4,0.3900,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
172606B2 A000,MAP,02132007,C2,C,C2,30,4,0.3500,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,NULL
172615PA A000,MAP,52032602,D1,C,D1,30,8,0.3800,1,0,23.75,11.12,7.25,5.8,8,30,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
172616A0 A000,MAP,52138603,D1,C,D1,120,8,0.1450,1,0,23.75,11.12,7.25,5.8,8,120,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
172616S8 A000,MAP,51628204,D1,C,D1,90,8,0.2160,1,0,23.75,11.12,7.25,5.8,8,90,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
172616S9 A000,MAP,12051001,D1,C,D1,60,8,0.2200,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
172616S9AA000,MAP,12051001,D1,C,D1,60,8,0.2200,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
17261R4H A000,MAP,50389802,C,C,C,20,4,0.7000,1,0,23.62,22.18,13.68,12.3,4,20,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,NULL
172626A0 A000,MAP,02132001,D1,C,D1,120,8,0.1000,1,0,23.75,11.12,7.25,5.8,8,120,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
