BASEPARTNUMBER,PLANTCODE,PROCESSLOCATION1,RCMID,PACKRANKNAME,PACKTYPECODE,CONTAINERQUANTITY,CONTAINERPERPALLET,PARTWEIGHT,TDPVERSION,PERPACKDUNNAGEPIECES,PACKLENGTH,PACKWIDTH,PACKHEIGHT,PACKEMPTYWEIGHT,CONTAINERSPERPALLET,QUANTITYPERCONTAINER,TOOLINGNUMBER,CELLDIMLENGTH,CELLDIMWIDTH,CELLDIMHEIGHT,OVERALLPACKLENGTH,OVERALLPACKWIDTH,OVERALLPACKHEIGHT,OVERALLPACKWEIGHT,PALLETWEIGHT,TRAILERSTACKING
40543TGZ A000,MAP,12051001,D1,C,D1,30,8,NULL,1,0,23.75,11.12,7.25,5.8,8,30,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,NULL
40543TGZAA000,MAP,12051001,D1,C,D1,30,8,0.9300,1,0,23.75,11.12,7.25,5.8,8,30,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
4113059H 0000,MAP,25014001,D1,C,D1,60,8,0.0396,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
411305M0 0000,MAP,25014001,C2,C,C2,60,4,0.0900,1,1,23.62,22.18,7.25,9.6,4,60,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
411305TG 0000,MAP,25014001,D1,C,D1,30,8,0.0900,1,0,23.75,11.12,7.25,5.8,8,30,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
4117159H 0000,MAP,51628204,D1,C,D1,120,8,0.0800,1,0,23.75,11.12,7.25,5.8,8,120,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
411905TG 0000,MAP,25014001,D1,C,D1,60,8,0.0300,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
4194159H 0000,MAP,25014001,D1,C,D1,60,8,0.0462,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
419415M0 0000,MAP,25014001,D1,C,D1,60,8,0.0440,1,0,23.75,11.12,7.25,5.8,8,60,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
42512TLA A000,MAP,08069005,D1,C,D1,240,8,0.0594,1,0,23.75,11.12,7.25,5.8,8,240,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
42513TLA A000,MAP,08069005,D1,C,D1,240,8,0.0594,1,0,23.75,11.12,7.25,5.8,8,240,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
42751TVA A000M1,MAP,13079001,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
4275JTVA A000,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275JTVA A100,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275JTVA A200,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275JTVA A300,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275JTVA A400,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275LT3R B000,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275LT3R B100,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275LT3R B200,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275LT3R B300,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,45,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275LTGV A000,MAP,51062202,XX,D,XX,1,1,45.0000,1,0,636,103.2,108,9954.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTGV A100,MAP,51062202,XX,D,XX,1,1,45.0000,1,0,636,103.2,108,9953.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTGV A200,MAP,51062202,XX,D,XX,1,1,45.0000,1,0,636,103.2,108,9953.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTGV A300,MAP,51062202,XX,D,XX,1,1,45.0000,1,0,636,103.2,108,9953.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTGV A400,MAP,51062202,XX,D,XX,1,1,45.0000,1,0,636,103.2,108,9954.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTGV A500,MAP,51062202,XX,D,XX,1,1,45.0000,1,0,636,103.2,108,9954.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTGV A600,MAP,51062202,XX,D,XX,1,1,45.0000,1,0,636,103.2,108,9954.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTGV A700,MAP,51062202,XX,D,XX,1,1,45.0000,1,0,636,103.2,108,9954.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTGV A800,MAP,51062202,XX,D,XX,1,1,45.0000,1,0,636,103.2,108,9954.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTGV A900,MAP,51062201,XX,D,XX,1,1,60.0000,1,0,636,103.2,108,9939.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTGV B000,MAP,51062202,XX,D,XX,1,1,40.0000,1,0,636,103.2,108,9953.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTGV B100,MAP,51062202,XX,D,XX,1,1,40.0000,1,0,636,103.2,108,9953.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTGVAA700,MAP,51062202,XX,D,XX,1,1,45.0000,1,0,636,103.2,108,9953.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTGVAA800,MAP,51062202,XX,D,XX,1,1,45.0000,1,0,636,103.2,108,9953.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTGVAA900,MAP,51062202,XX,D,XX,1,1,60.0000,1,0,636,103.2,108,9953.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTPC A000,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275LTPC A100,MAP,51062202,XX,D,XX,1,1,0.0100,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
4275LTPC A200,MAP,51062202,XX,D,XX,1,1,0.0100,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
4275LTPC A300,MAP,51062201,XX,D,XX,1,1,5.0000,1,0,27,27,10,45,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTVA A500,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275LTVA A700,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTVA B200,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTVA B300,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTVA B400,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTVA B500,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTVA B700,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTVA B800,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTVA C000,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTVA C100,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTVA C200,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTVA C600,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTVA C700,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTVA C800,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275LTVA C900,MAP,51062202,XX,D,XX,1,1,10.0000,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
4275LTWA W000,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275LTZ3 B000,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTZ3 B100,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTZ3 B200,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTZ3 B300,MAP,51062201,XX,D,XX,1,1,NULL,1,0,NULL,NULL,NULL,NULL,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
4275LTZ3 B400,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTZ3 B500,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTZ3 B600,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTZ3 B700,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275LTZ3 B800,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275PT3R X500,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,45,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275PTGV A000,MAP,51062202,XX,D,XX,1,1,45.0000,1,0,636,103.2,108,9954.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275PTGV A100,MAP,51062202,XX,D,XX,1,1,45.0000,1,0,636,103.2,108,9954.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275PTGV A200,MAP,51062202,XX,D,XX,1,1,45.0000,1,0,636,103.2,108,9954.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275PTGV A300,MAP,51062201,XX,D,XX,1,1,60.0000,1,0,636,103.2,108,9939.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275PTGV A400,MAP,51062201,XX,D,XX,1,1,60.0000,1,0,636,103.2,108,9939.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275PTGV A500,MAP,51062201,XX,D,XX,1,1,60.0000,1,0,636,103.2,108,9939.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275PTGVAA300,MAP,51062202,XX,D,XX,1,1,60.0000,1,0,636,103.2,108,9953.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275PTGVAA400,MAP,51062202,XX,D,XX,1,1,60.0000,1,0,636,103.2,108,9953.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275PTGVAA500,MAP,51062202,XX,D,XX,1,1,60.0000,1,0,636,103.2,108,9953.99,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275PTLA A100,MAP,51062202,XX,D,XX,1,1,1.0000,1,0,9,9,7,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275PTVA A000,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275PTVA A100,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275PTVA A500,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275PTVA A600,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275PTVA A900,MAP,51062202,XX,D,XX,1,1,1.0000,1,0,NULL,NULL,NULL,NULL,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
4275PTVA D000,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275PTVA M000,MAP,51062202,XX,D,XX,1,1,NULL,1,0,27,27,10,0,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,4
4275PTZ3 A100,MAP,51062202,XX,D,XX,1,1,NULL,1,0,23,23,7.5,152,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275PTZ3 A300,MAP,51062202,XX,D,XX,1,1,NULL,1,0,636,99,110,1500,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
4275PTZ3 A400,MAP,51062202,XX,D,XX,1,1,NULL,1,0,1,1,1,1,1,1,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760T3R K000,MAP,01233904,XX,D,XX,900,1,NULL,1,0,8,8,4.5,1,1,900,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760T3R X200,MAP,01233904,XX,D,XX,900,1,NULL,1,0,8,8,4.5,1,1,900,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760T3R X300,MAP,01233904,XX,D,XX,900,1,NULL,1,0,8,8,4.5,1,1,900,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TGV X000,MAP,51153503,XX,D,XX,5000,1,0.0030,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TGV X100,MAP,51153503,XX,D,XX,5000,1,0.0030,1,0,8,8,15,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TGZ X000,MAP,51153501,XX,D,XX,5000,1,0.0030,1,0,8,8,11,2,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TGZAX000,MAP,51153503,XX,D,XX,5000,1,0.0030,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TVA K000,MAP,51153503,XX,D,XX,5000,1,NULL,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TVA K100,MAP,51153503,XX,D,XX,5000,1,NULL,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TVA X000,MAP,51153503,XX,D,XX,5000,1,NULL,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TVA X200,MAP,51153503,XX,D,XX,5000,1,NULL,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TVA X300,MAP,51153503,XX,D,XX,5000,1,NULL,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TVA Y000,MAP,51153503,XX,D,XX,5000,1,NULL,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TVA Y100,MAP,51153503,XX,D,XX,5000,1,NULL,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TWB H100,MAP,51153503,XX,D,XX,5000,1,0.0030,1,0,NULL,NULL,NULL,NULL,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
42760TWB H200,MAP,51153503,XX,D,XX,5000,1,NULL,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TZ3 R000,MAP,01233904,XX,D,XX,900,1,NULL,1,0,8,8,4.5,0.1,1,900,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TZ3 X100,MAP,01233904,XX,D,XX,900,1,NULL,1,0,8,8,4.5,0,1,900,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TZ3 X600,MAP,01233904,XX,D,XX,900,1,NULL,1,0,8,8,4.5,0,1,900,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TZ3 X900,MAP,01233904,XX,D,XX,900,1,NULL,1,0,8,8,4.5,1,1,900,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42760TZ4 R000,MAP,01233904,XX,D,XX,900,1,NULL,1,0,8,8,4.5,0.1,1,900,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42762T3R A000,MAP,01233904,XX,D,XX,900,1,NULL,1,0,8,8,4.5,1.8,1,900,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42762T3R A100,MAP,01233904,XX,D,XX,900,1,NULL,1,0,8,8,4.5,1.8,1,900,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42762T3R C000,MAP,01233904,XX,D,XX,900,1,NULL,1,0,8,8,4.5,1,1,900,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42762T3R C100,MAP,01233904,XX,D,XX,900,1,NULL,1,0,8,8,4.5,1.8,1,900,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42762TGV A000,MAP,51153503,XX,D,XX,5000,1,0.0030,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42762TGV A500,MAP,51153503,XX,D,XX,5000,1,0.0030,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42762TGV C000,MAP,51153503,XX,D,XX,5000,1,0.0030,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42762TGV C500,MAP,51153503,XX,D,XX,5000,1,0.0030,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42762TGZ A000,MAP,51153503,XX,D,XX,5000,1,0.0030,1,0,8,8,11,1,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
42762TGZ C000,MAP,51153501,XX,D,XX,5000,1,0.0030,1,0,8,8,11,2,1,5000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
